AT,V,AP,RH,PE
22.61,50.32,1008.41,79.4,443.0333005
31.88,66.44,1009.25,64.06,426.1233005
21.7,70.32,1009.12,91.3,438.52
25.72,70.47,1010.44,70.57,434.94
26.51,70.32,1010.3,57.4,430.1133005
25.2,59.21,1017.54,55.53,445.8666995
13.1,40.03,1017.79,84.48,470.75
27,73.42,1012.2,87.28,434.4966995
25.84,67.83,1009.26,59.55,431.6133005
23.76,74.22,1009.2,92.98,435.7633005
29.69,47.93,1002.85,44.76,439.7966995
21.69,42.23,1013.05,67.55,463.2666995
10.33,43.99,1020.7,96.68,474.17
24.19,65.48,1018.8,60.54,445.6266995
8.27,37.7,1015.09,73.64,477.4533005
28.15,70.72,1009.76,73.38,436.19
18.09,48.92,1010.6,52.11,453.3633005
27.18,61.41,1012.17,46.11,449.7
23.71,68.63,1014.54,46.04,451.1166995
26.76,70.98,1007.64,90.51,437.83
19.98,49.15,1021.56,63.89,459.2466995
24.82,72.99,1007.81,84.72,433.9733005
21.09,46.63,1013.03,74.8,453.34
21.19,55.5,1019.83,65.22,454.2233005
25.95,73.77,1001.35,92.67,430.5033005
30.7,67.69,1005.92,51.58,431.2866995
13.49,43.41,1015.75,57.86,462.7666995
15.79,44.89,1010.19,84.61,459.7966995
28.57,69.84,1003.57,66.55,434.9466995
23.48,49.16,1002.7,70.22,444.0133005
31,71.77,1006.29,48.56,431.07
34.96,68.94,1006.17,59.26,433.1866995
22.53,60.95,1015.12,75.1,451.1366995
31.41,64.44,1013.84,49.49,441.0066995
29.97,67.9,1006.09,61.6,435.8466995
7.44,41.04,1021.84,88.56,480.7866995
21.86,64.45,1015.83,63.36,459.5066995
22.41,66.56,1003.3,88.71,435.75
11.87,40.55,1019.06,94.11,473.79
23.93,65.59,1011.09,87.26,444.9
12.39,44.58,1016.38,84.95,477.0766995
10.06,39.61,1020.69,69.49,476.6433005
5.01,39.4,1003.69,91.9,473.6333005
24.74,69.13,1010.69,90.08,431.24
19.31,60.07,1014.86,69.37,453.47
6.3,41.14,1027.45,86.11,481.49
23.09,69.13,1010.93,90.07,438.3766995
9.24,41.4,1018.34,84.91,479.3566995
9.69,40.46,1019.1,71.91,473.8666995
13.65,42.74,1026.58,71.48,467.1633005
29.77,67.07,1005.82,48.38,435.5966995
9.2,40.77,1011.88,89.86,479.82
28.87,57.19,1008.09,64.29,433.8633005
28.22,51.43,1006.06,63.72,440.1366995
23.27,65.48,1019.05,61.36,443.43
9.82,41.26,1007.71,96.69,476.3133005
16.83,46.48,1007.21,87.23,457.3466995
23.18,72.99,1009.01,90.09,437.4133005
23.59,43.77,1010.85,55.98,450.1266995
8.95,43.13,1017.56,94.85,477.4333005
26.54,69.34,1009.5,87.18,433.8033005
22.56,62.26,1012.11,63.16,447.0366995
14.16,39.28,1015.63,77.29,471.27
31.54,71.06,1008.4,71.77,430.1633005
13.48,41.92,1030.2,65.96,465.6066995
13.74,41.16,1010.74,87.69,471.4833005
23.7,66.56,1002.07,85.19,436.94
22.35,57.76,1017.92,68.18,455.4466995
28.25,71.77,1006.36,67.03,431.0966995
21.96,58.79,1010.51,87.32,448.89
28.66,74.93,1014.04,51.26,440.79
16.37,52.9,1015.14,73.11,461.15
23.09,73.5,1011.4,89.76,440.2666995
23.19,42.67,1007.83,63.31,446.95
30.81,71.97,1008.36,75,430.53
22.84,50.05,1005.59,79.49,444.5566995
32.84,77.95,1014.68,45.8,431.97
24.41,58.59,1012.62,64.52,444.3466995
30.18,65.74,1012.63,47.74,439.9433005
28.3,64.33,1011.23,68.88,439.8033005
22.52,64.27,1014.34,82.77,445.4
6.59,39.37,1020.34,77.92,486.4633005
23.38,59.07,1009.29,92.4,444.5366995
19.89,68.08,1012.65,80.25,448.71
26.42,59.39,1013.95,66.03,440.2466995
12.07,41.17,1013.54,71.32,480.9866995
23.45,69.04,1010.5,80.77,442.48
15.24,48.6,1007.08,86.49,461.5566995
5.68,40.35,1012.11,92.86,488.4966995
10.29,40.56,1017.28,69.13,479.9933005
32,65.74,1011.22,46.16,440.26
9.6,37.73,1021.87,77.75,479.3233005
25.6,63.76,1010.18,67.43,434.0433005
32.56,68.14,1004.02,35.04,426.8166995
19.26,58.46,1015.74,84.64,450.66
13.33,38.47,1015.42,58.27,467.9666995
23.5,59.21,1018.29,63,445.0166995
13.66,45,1021.97,79.04,471.4133005
12.46,40.73,1017.53,93.47,464.7
28.77,75.23,1010.01,59,436.2233005
31.68,68.24,1005.29,37.34,425.5133005
10.31,39.82,1012.87,88.71,480.61
10.04,41.62,1013.36,95.17,465.5766995
25.6,63.9,1013.16,53.19,451.44
19.55,39.39,1013.55,57.82,464.36
17.82,65.94,1013.44,88.13,452.82
31.97,79.74,1007.03,55.84,435.99
28.21,70.8,1010.45,77.92,437.6966995
25.77,59.39,1014.76,69.99,438.64
17.54,44.58,1016.56,79,467.2166995
22.75,58.86,1016,67.34,448.32
10.2,41.17,1019.56,82.46,481.4066995
28.34,63.77,1013.7,61.13,439.75
14.78,54.3,1016.96,68.53,462.0433005
20.9,67.07,1005.43,82.85,443.46
14.37,40.56,1021.67,68.18,471.8966995
23.89,50.16,1004.88,73.94,443.2833005
29.66,59.22,1013.25,61.2,441.58
24.33,46.93,1013.83,44.59,447.54
28.55,72.43,1007.2,65.82,430.06
18.59,39.54,1008.56,68.61,462.56
21.94,50.32,1008.44,86.98,443.1833005
10.95,39.22,1015.69,62.3,472.3633005
21.76,47.93,1005.34,86.28,444.77
25.05,58.59,1013.37,66.14,444.6366995
22.95,45.61,1013.65,73.92,459.6166995
8.49,39.61,1021.05,87.74,482.2333005
7.1,35.77,1015.39,92.1,482.0666995
11.72,40.35,1012.08,83.98,476.41
11.72,39.18,1024.19,68.53,470.6866995
11.45,41.17,1017.98,84.64,474.2933005
23.36,59.15,1013.71,86.64,440.8233005
26.2,71.73,1010.14,76.14,430.89
29.01,70.04,1010.02,57.35,430.26
30.76,73.17,1009.89,50.43,429.2733005
27.91,64.79,1017.7,48.29,438.8233005
10.87,42.02,1002.08,95.22,470.9233005
12.61,41.79,1015.82,91.9,461.37
13.29,71.14,1019.63,75.09,465.8866995
23.83,49.21,1012.93,46.79,444.5233005
26.68,62.91,1012.33,60.78,442.7466995
23.83,64.15,1020.93,63.86,449.6566995
18,43.7,1015.4,61.28,465.9666995
12.65,44.34,1019.4,71.45,467.0933005
29.13,68.3,1014.96,37.08,438.9566995
18.49,41.1,1001.9,59.99,459.0533005
16.39,58.59,1014.58,90.34,456.7566995
32.96,73.03,1013.56,54.03,440.6366995
19.79,51.19,1008.77,94.72,447.96
24.44,69.13,1011.1,87.62,432.6333005
21.04,50.32,1008.41,90.19,446.33
17.35,39.72,1003,64.62,459.83
31.98,70.17,999.43,59.42,429.2133005
19.36,44.6,1016.25,45.65,466.2666995
23.33,73.18,1012.51,91.29,434.6233005
16.73,45,1023.44,60.68,467.08
8.57,41.17,1020.18,72.47,485.9066995
25.28,49.5,1013.95,52.79,454.01
22.66,68.3,1017.73,86.92,431.27
17.35,39.39,1013.18,67.67,467.85
18.14,67.71,1003.82,95.69,444.1566995
12.19,40.05,1014.77,84.39,473.92
10.11,39.72,1019.1,69.68,476.8
23.24,63.78,1017.1,63.8,448.6566995
28.98,73.42,1011.25,72.9,430.4933005
31.93,72.58,1006.9,56.27,425.14
13.25,49.83,1008.76,88.21,455.5066995
24.86,60.77,1016.85,71.24,440.68
26.33,60.06,1005.86,41.57,451.8666995
12.31,40.64,1020.71,94.6,477.3566995
29.6,67.79,1010.37,51.05,442.43
15.25,52.9,1014.86,76.87,465.6366995
14.79,39.52,1017.95,71.97,469.47
5.53,35.79,1013.48,94.19,484.25
9.01,40.77,1022.37,90.3,469.1333005
10.8,41.39,1019.74,74.08,480.4566995
10.24,41.58,1021.17,94.34,465.86
28.36,68.08,1013.34,42.82,434.54
9.43,41.4,1028.03,84.98,474.16
10.5,40.8,1024.06,76.05,482.85
33.96,68.94,1006.93,47.39,425.3533005
33.27,66.44,1010.63,43.47,428.4033005
12.17,49.83,1008.05,96.44,467.8133005
27.86,61.5,1009.23,46.19,441.1966995
22.36,58.79,1011.77,87.51,446.49
12.57,41.66,1009.11,70.74,475.61
31.09,64.05,1011.32,61.14,442.3266995
30.21,79.74,1006.82,54.03,430.83
27.31,65.12,1016.05,45.98,441.7666995
19.92,63.31,1015.02,82.71,445.2466995
16.17,46.97,1014.22,85.8,457.7866995
31.2,68.24,1005.71,34.84,426.9633005
20.19,62.26,1011.37,89.69,441.8733005
8.97,36.24,1013.21,90.77,477.89
8.7,36.24,1013.34,89.5,478.69
5.98,38.91,1016.5,91.83,488.85
19.8,57.25,1010.84,88.9,450.0433005
26.45,74.33,1013.81,61.7,434.8666995
20.51,63.09,1016.39,92.99,447.5666995
29.71,71.85,1008.81,70.86,428.49
18.03,53.16,1013.02,81.95,458.2566995
23.45,70.04,1010.99,79.2,434.7533005
6.05,41.14,1027.69,86.93,482.7266995
15.32,45.01,1013.3,83.72,461.0166995
6.53,42.85,1012.65,91.6,480.98
12.61,43.22,1013.41,78.94,468.5566995
15.95,49.25,1019.04,88.51,463.4
23.33,54.2,1012.47,79.48,441.8166995
23.94,51.95,1008.18,71.87,453.5466995
19.34,64.79,1018.03,84.77,454.59
31.11,72.25,1012.34,44.45,435.9266995
14.63,41.23,998.96,86.4,464.6533005
17.57,62.1,1019.51,86.14,451.5933005
17.31,44.71,1017.43,35.4,463.05
31.16,67.45,1014.69,32.25,428.35
10.05,40.46,1018.71,67.38,469.06
10.23,42.07,1017.93,91.1,475.14
16.31,42.28,1007.45,77.77,468.1966995
30.74,73.67,1005.79,57.89,430.6266995
31.38,71.32,1009.17,60.42,433.44
27.9,63.13,1011.8,70.04,439.76
3.96,35.47,1016.79,83.81,487.9733005
12.37,43.22,1009.1,76.06,470.1966995
15.28,48.14,1012.55,69.65,462.4566995
16.85,49.78,1005.61,100.1,457.0366995
18.82,61.27,1019.5,72.23,455.29
26.06,49.02,1007.59,74.08,437.9
19.62,58.79,1017.59,87.39,444.5833005
8.79,40.67,1019.5,66.3,487.3133005
25.52,59.15,1013.88,65.37,439.42
30.7,71.58,1010,48.96,429.27
21.19,67.71,1006.65,56.28,440.0033005
14.11,45.08,1023.27,83.22,466.4066995
26.19,65.61,1014.51,54.52,445.4366995
32.63,74.99,1002.42,40.07,431.0833005
7.67,35.77,1017.55,60.97,481.7666995
19.65,63.91,1009.26,99.08,443.1933005
18.83,48.98,1016.33,74.23,453.28
13.41,40.89,1010.85,89.61,470.6933005
25.24,63.47,1011.3,66.21,444.4566995
12.51,49.83,1008.61,94.27,451.1333005
27.14,71.32,1007.8,87.99,431.96
13.21,41.2,1016.63,74.1,474.26
25.2,57.5,1015.19,59.62,444.5533005
31.07,73.5,1010.58,43.66,433.7666995
4.71,39.42,1026.4,84.42,482.9866995
14.24,39.58,1011.17,70.45,468.2333005
10.62,39.58,1011.9,87.85,481.6166995
8.88,36.66,1026.61,76.16,480.2
23.25,63.78,1016.01,72.01,447.1133005
20.76,69.05,1001.89,77.86,442.82
6.22,39.33,1012.31,93.23,490.0633005
5.18,40.27,1010.84,81.64,487.3933005
30.3,73.9,1006.72,55.13,439.0833005
9.38,44.77,1020.41,85.26,475.6066995
29.28,65.71,1013.76,48.05,447.1966995
21.12,63.91,1009.33,96.14,449.3466995
26.52,73.21,1002.3,95.38,437.02
4.81,42.85,1013.96,86.94,481.5066995
6.76,37.49,1011.66,80.91,484.85
27.09,49.3,1003.93,61,437.44
33.2,73.88,1005.67,48.48,439.8266995
10.48,40.22,1004.81,92.16,476.0733005
14.22,37.85,1011.24,88.49,472.7566995
7.21,42.03,1017.81,90.12,483.9666995
19.02,49.25,1019.75,58.29,455.1966995
26.88,79.74,1006.54,93.7,436.4766995
14.19,43.71,1024.38,83.03,466.0933005
15.22,50.88,1014.19,100.12,462.1466995
23.17,62.39,1008.04,89.42,439.29
17.69,46.36,1019.55,86.64,462.81
18.48,52.05,1012.41,68.2,458.62
14.22,39.39,1014.16,80.22,469.2733005
22.72,62.4,1010.28,80.79,443.5133005
25.95,69.51,1009.36,66.82,432.6733005
13.57,39.39,1014.01,82.12,469.7333005
6.52,39.85,1012.55,86.36,483.01
29.25,72.99,1006.85,61.15,427.4133005
25.79,70.4,1007.11,86.03,436.2733005
25.75,60.95,1014.75,53.3,445.4366995
28.31,71.85,1009,77.56,429.57
24.24,70.32,1009.38,82.83,436.45
28.73,68.24,1008.31,56.85,430.63
34.62,69.05,1000.68,38.35,427.1166995
23.57,70.04,1011.06,82.79,435.8233005
14.51,42.77,1017.47,81.95,461.6633005
4.59,39.33,1010.85,71.78,494.9
24.31,44.05,1006.16,73.3,440.9833005
9.53,38.18,1018.43,75.33,476.54
26.99,68.12,1011.45,58.48,436.95
17.98,53.29,1018.29,83.46,457.4166995
29.38,74.9,1003.25,72.19,433.74
12.82,38.62,1018.71,83.8,465.7033005
29.84,58.9,1005.24,56.18,440.93
10.26,43.14,1019.68,98.97,468.4566995
20.57,42.8,1013.1,75.48,460.43
25.3,58.46,1015.91,69.71,440.9566995
24.56,71.94,1006.81,89.59,439.6766995
20.01,52.9,1018.05,58.88,457.2766995
11.54,40.05,1014.78,87.05,475.9966995
6.86,41.17,1020.12,79.14,491.9366995
13.11,41.58,1020.43,74.32,458.7333005
16.41,41.48,1016.28,45.19,453.6366995
10.45,39.69,1003.92,89.45,472.54
26.72,67.79,1010.35,63.31,442.9733005
30.12,74.16,1013.13,63.56,433.08
14.94,41.35,1004.82,98.04,465.0233005
15.39,42.28,1007.35,81.35,469.0066995
12.83,41.67,1012.84,84.29,474.81
13.93,38.91,1013.04,73.51,472.0966995
30.27,70.32,1007.93,51.61,431.9266995
27.76,75.33,1003.69,79.62,434.7366995
10.59,41.26,1008.1,98.27,473.0533005
23.24,45.01,1012.21,45.23,457.01
14.8,58.2,1018.29,85.11,455.14
25.2,65.59,1013,71.34,440.8466995
32.53,77.95,1014.76,58.1,432.7333005
23.36,62.52,1016.18,68.18,446.6633005
23.48,70.79,1006.7,88.57,430.5433005
29.04,76.09,1007.52,75.44,432.0266995
23.39,64.63,1020.45,58.22,447.5633005
27.44,59.74,1010.99,56.42,450.2933005
10.03,42.02,998.6,99.9,471.07
4,39.9,1008.46,97.21,490.68
24.96,74.99,1008.25,80.52,440.91
17.48,52.9,1020.03,76.47,456.6333005
13.26,41.74,1021.89,63.32,473.44
30.28,70.98,1007.51,74.28,430.9333005
30.3,69.51,1011.8,50.43,429.4133005
29.24,69.05,1003.12,43.18,430.8533005
7.64,41.17,1020.01,75.14,488.53
24.14,62.66,1007.33,73.27,441.6366995
28.87,71.97,1008.74,82.61,437.5666995
17.3,46.21,1013.56,87.57,456.77
18.87,44.06,1013.42,68.78,449.6933005
29.13,62.26,1010.51,52.94,436.37
18.26,69.94,1004.1,97.39,441.8833005
13.03,42.86,1014.39,86.25,476.7366995
12.47,45.01,1017.8,95.25,465.4733005
15.52,42.86,1015.09,83.48,468.8266995
29.86,69.34,1009.61,61.27,436.7933005
25.96,63.78,1016.95,49.47,443.8
8.04,41.92,1029.7,92.21,480.8733005
29.12,58.84,1001.31,52.86,446.51
23.74,72.43,1007.99,91.36,437.55
27.46,68.08,1013.06,46.49,432.0133005
25.51,73.56,1006.59,96.63,435.3633005
14.42,44.88,1019.35,59.17,461.0133005
24.79,67.83,1009.32,61.46,440.0666995
14.51,41.79,1009.72,80.62,459.14
19.09,66.51,1015.11,76.38,456.7033005
24.14,69.23,1012.4,73.26,432.2133005
21.24,60.84,1017.99,82.22,444.0033005
4.08,35.19,1018.87,97.07,487.7333005
17.4,44.9,1020.5,77.11,456.0433005
26.68,59.92,1009.94,70.57,438.67
20.5,49.69,1009.6,70.81,452.94
23.57,64.15,1020.95,68.19,450.08
22.69,65.18,1012.47,80.9,439.4733005
29.09,67.07,1005.99,41.39,431.6366995
21.43,63.47,1011.95,94.47,448.17
14.86,44.71,1018.3,49.46,466.38
17.53,44.9,1020.5,71.1,457.61
9.15,44.03,1012.45,81.67,472.5533005
24.19,46.21,1010.79,62.04,442.5766995
8.89,41.54,1019.27,82.87,482.1133005
4.61,40.27,1012.32,77.28,492.85
11.01,40.05,1015.46,89.22,474.2
29.9,74.99,1002.28,59.76,438.4766995
16.87,52.05,1012.7,71.63,462.0166995
30.97,67.9,1005.98,55.6,426.5533005
31.01,67.83,1007.95,43.57,431.1666995
16.03,65.46,1013.96,87.56,453.4633005
24.99,58.79,1016.37,67.16,437.4933005
31.01,67.69,1005.06,46.16,428.3466995
27.77,63.9,1013.62,51.43,443.0066995
17.44,44.88,1018.05,68.35,465.72
14.2,45.51,1015.36,74.85,463.6433005
18.43,56.03,1020.41,60.55,466.8766995
22.91,61.86,1012.8,92.69,439.5333005
14.89,39.82,1013.23,82.49,470.19
22.28,60.27,1018.98,84.12,443.44
30.68,73.67,1005.63,57.05,427.9333005
30.48,70.04,1010.73,53.7,428.1433005
18.3,37.2,1012.23,68.09,470.42
14.17,43.13,1014.94,48.62,469.3733005
13.98,44.58,1016.48,77.59,471.3033005
23.44,62.52,1016.46,67.21,447.19
20.54,68.12,1012.23,81.06,440.28
11.44,43.13,1014.88,63.88,477.57
15.15,37.64,1014.37,89.82,463.98
12.58,39.72,1018.08,64.25,469.38
12.8,41.16,1022.43,86.19,461.0133005
10.57,37.73,1024.36,70.29,474.65
24.14,63.21,1012.28,89.08,439.0333005
26.76,71.94,1008.81,64.62,430.7833005
21.06,67.07,1004.9,84.09,444.7333005
10.25,41.46,1020.65,87.07,483.6466995
6.16,39.48,1004.85,59.68,484.55
10.05,41.58,1021.35,95.19,470.7366995
26.02,74.78,1010.04,72.78,441.5266995
27.2,59.74,1011.99,56.74,440.13
15.09,40.89,1010.15,92,464.7633005
8.46,40.8,1023.57,81.27,483.3533005
12.07,43.71,1025.53,85.62,470.6133005
32.81,77.17,1009.17,53.13,428.8233005
26.91,74.99,1005.64,78.98,435.3533005
10.66,37.5,1009.42,95.86,474.5666995
34.29,68.51,1009.58,32.25,425.9133005
22.16,64.63,1020.81,68.47,451.86
28.32,71.64,1004.73,72.71,436.31
15.62,41.76,1023.82,66.17,459.72
24.76,63.07,1012.73,70.39,441.3333005
10.29,41.46,1020.84,89.03,482.0266995
27.99,66.91,1008.47,59.63,439.74
22.22,48.98,1015.87,53.18,447.1
13.78,42.03,1017.51,84.94,467.6
24.78,50.78,1008.81,62.97,445.6866995
15.74,43.71,1024.7,78.38,460.9533005
27.24,77.17,1009.37,81.51,439.12
24.66,58.86,1013.86,56.39,444.42
16.81,42.42,1008.95,74.25,463.8966995
33.76,68.51,1011.33,38.35,428.1233005
17.79,46.21,1010.38,85.25,447.0333005
25.97,70.32,1007.48,57.01,436.9766995
15.29,41.1,1005.75,85.53,467.99
23.45,66.25,1009.1,90.28,445.1466995
3.51,35.47,1017.53,86.56,490.7766995
20.83,49.02,1009.45,91.92,445.31
19.2,59.21,1017.84,89.56,449.1533005
26.19,73.77,1001.31,91.87,435.0466995
28.28,61.86,1012.07,64.49,437.9433005
13.39,49.83,1007.14,90.88,464.3333005
24.36,68.61,1010.27,63.78,450.4166995
23.07,50.05,1006.9,86.98,442.97
30.11,70.8,1008.57,69.25,430.6233005
20.55,48.98,1016.1,63.89,450.8133005
15.48,41.66,1009.55,66.74,465.3533005
32.21,70.94,1006.76,47.56,431.7666995
25.54,70.47,1009.28,73.5,436.16
25.33,71.32,1007.05,85.31,434.68
21.24,63.47,1011.86,97.02,442.94
14.57,39.28,1015.1,76.94,470.9766995
25.27,63.91,1009.82,75.48,440.39
27.76,69.4,1004.27,72.25,432.3866995
19.43,52.9,1018.35,61.12,456.08
28.6,61.86,1011.86,62.13,439.74
23.79,58.2,1016.77,55.88,446.88
11.41,39.61,1018.69,69.44,467.19
14.64,39.58,1011.46,71.9,466.0933005
6.65,40.77,1021.79,88.84,482.9
9.12,41.49,1020.58,96.23,475.69
25.62,73.17,1011.65,86.45,428.8533005
24.75,58.79,1009.87,71.97,444.79
15.5,44.92,1024.16,86.44,462.12
18.52,58.41,1013.77,99.89,448.3866995
28.38,72.39,998.93,73.85,432.02
11.79,45.09,1013.16,89.17,469.49
27.18,59.27,1012.57,64.18,441.3966995
19.75,54.2,1011.43,83.5,448.89
25.45,70.04,1011.2,82.48,431.9066995
21.93,58.96,1014.23,58.58,455.1266995
8.66,40.11,1032.86,75.31,481.4666995
23.33,58.95,1017.93,66.37,444.4166995
20.29,49.69,1008.94,69.91,454.74
31.99,53.53,1004.98,53.53,430.7233005
25.21,69.48,1010.99,75.27,437.7266995
5.51,35.57,1026.3,78.97,487.6533005
16,39.16,1016.37,77.63,466.7833005
5.79,38.68,1017.19,70.46,489.1066995
17.77,56.53,1019.57,79.89,459.6466995
9.52,39.61,1021.18,73.78,477.0833005
27,60.96,1012.36,58.97,451.8566995
24.34,50.16,1004.78,74,447.0366995
20.86,67.25,1017.45,81.45,446.2066995
13.44,40.69,1014.54,77.97,471.2933005
13.97,41.16,1020.88,74.88,459.84
10.96,45.01,1017.97,95.82,466.9333005
21.83,63.13,1013.4,85.82,445.1166995
25.22,69.88,1007.17,80.26,441.5333005
22.5,45.38,1014.11,65.08,458.19
21.03,69.05,1002.17,75.35,444.35
26.27,62.91,1011.97,48.06,449.4666995
20.99,50.12,1008.82,95.97,446.3633005
18.06,56.65,1020.2,81.59,459.14
10.12,40,1021.15,91.67,479.62
26.25,61.02,1011.47,71.22,434.7333005
13.08,39.82,1012.27,85.21,476.96
24.28,68.31,1009.94,77.08,441.7766995
32.92,69.05,1000.74,39.61,424.9033005
23.68,68.12,1011.18,72.45,441.54
7.81,39.64,1011.42,86.68,483.9266995
23.6,65.48,1017.44,61.26,446.0866995
14.5,40.66,1016.81,82.93,465.2366995
18.84,40.79,1005.18,92.46,458.2533005
11.69,39.22,1017.05,55.51,471.0533005
14.58,41.92,1030.42,61.96,460.9833005
9.33,36.3,1027.88,79.23,479.6
14.93,39.16,1007.25,72.35,461.4933005
6.37,41.03,1022.23,80.36,492.1766995
6.16,38.5,1012.83,93.68,492.6266995
12.45,40.56,1017.84,66.52,479.1166995
19.55,56.53,1020.2,78.1,455.56
18.62,59.15,1012.85,82.54,450.81
14.13,43.41,1015.26,55.63,461.96
21.12,49.15,1021.29,52.9,455.2133005
13.63,43.5,1022.12,84.32,468.28
18.6,41.67,1013.07,64.23,458.91
7.19,38.91,1016.53,88.61,486.05
19.96,56.03,1020.59,64.95,454.67
15.22,41.67,1013.18,67.17,469.93
13.52,41.48,1014.46,67.12,462.4666995
18.04,44.85,1015.13,48.4,465.0166995
27.81,66.51,1016.11,48.48,441.1866995
26.1,58.9,1004.18,71.63,442.6933005
27.99,71.58,1010.68,68.99,435.99
20.08,44.6,1014.91,36.27,462.7766995
19.89,50.78,1008.85,92.97,444.6433005
6.23,40.96,1022.49,93.15,487.1133005
29.1,50.05,1005.87,51.53,436.9533005
18.71,39.39,1014.09,62.82,465.57
35.1,68.27,1006.96,43.51,424.5933005
6.19,41.31,1002.48,88.8,486.7866995
24.88,71.94,1006.85,87.32,435.0066995
17.75,49.78,1004.49,100.09,452.02
13.89,41.49,1020.02,86.47,471.3066995
21.14,58.98,1009.05,94.36,448.31
14.28,42.74,1028.79,70.67,467.22
13.34,40.83,1008.09,85.85,473.5266995
24.67,68.14,1004.96,58.15,440.1066995
10.27,42.34,1022.69,92.78,474.55
21.18,60.1,1011.02,78.19,454.0966995
13.84,44.9,1007.58,63.62,461.5633005
4.73,41.31,999.77,93.44,484.8933005
14.22,40.83,1009.2,81.32,468.0433005
13.09,43.02,1013.17,46.73,470.14
6.58,40.07,1014.22,55.44,495.4266995
28.57,51.43,1012.02,47.79,451.7466995
21.54,58.49,1010.85,78.9,450.8266995
34.3,74.67,1015.98,25.89,429.5466995
15.24,40,1017.34,65.16,452.9333005
19.41,46.63,1013.23,86.28,454.3066995
30.5,66.75,1017.55,38.2,431.1633005
20.68,63.86,1015.73,74.36,447.84
29.53,71.97,1008.6,79.25,436.6666995
12.72,44.9,1007.6,71.8,463.49
24.44,73.5,1011.49,87.39,436.0233005
8,34.03,1018.98,78.67,488.8766995
13.92,41.16,1000.98,83.89,454.15
18.85,67.32,1012.91,82.37,448.4066995
22.48,71.29,1008.15,75.41,446.4166995
14.1,41.04,1026.11,74.25,465.89
30.22,70.32,1011.63,65.97,434.2733005
22.45,59.87,1018.92,72.73,443.6333005
10.82,37.5,1009.23,96.62,475.6066995
23.56,67.79,1010.14,89.72,442.9966995
22.33,70.79,1006.02,93.35,435.0333005
15.11,45.01,1017.01,84.39,462.21
25.9,47.45,1007.8,55.96,441.4233005
13.56,43.67,1011.34,94.02,467.09
11.03,44.78,1013.16,83.85,470.17
20.47,63.07,1012.79,88.67,451.71
26.37,69.84,1002.71,83.51,428.6
18.95,42.23,1013.01,79.4,462.73
11.39,43.72,1010.91,98.83,467.8
22.73,43.79,1015.61,42.66,460.2
24.4,60.37,1006.77,82.43,438.9333005
28.28,69.48,1008.56,61.3,428.75
22.84,67.32,1013.77,64.67,440.0666995
25.09,65.38,1009.99,54.28,455.2866995
13.32,38.73,1005.37,88.48,472.33
34.1,73.03,1014.01,41.26,439.3566995
21.11,65.94,1009.83,71.91,447.0633005
32.21,68.14,1003.34,62.44,428.2666995
25.77,62.96,1019.86,58.07,442.83
24.42,63.31,1012.64,71.8,438.39
8.28,40.77,1011.55,89.79,480.15
28.18,64.84,1009.22,56.04,445.3566995
8.09,38.5,1012.99,67.31,486.5166995
17.37,48.92,1011.91,58.4,457.2366995
29.12,73.06,1009.98,80.21,436.6066995
5.82,41.38,1021.06,86.91,492.12
29.45,70.02,1010.28,65.93,436.1133005
17.47,58.59,1014.03,97.13,451.1166995
19.51,50.16,1010.33,94.37,449.9866995
13.82,44.84,1023.72,95.24,466.2433005
8.61,43.8,1021.9,74.35,478.25
21.28,70.32,1011.06,90.12,437.2933005
21.47,65.61,1015.92,76.22,449.1266995
29.55,72.29,1007.94,84.45,432.6866995
31.09,74.22,1007.56,46.36,428.5933005
23.75,60.29,1017.36,64.04,449.57
30.25,68.24,1006.58,31.9,432.05
17.51,41.85,1016.25,72.03,463.3433005
17.22,36.71,1013.77,67.92,463.6133005
9.22,40.92,1021.83,85.43,476.2166995
24.48,66.25,1009.42,88.17,441.07
25.26,61.08,1013.68,71.72,449.1666995
12.34,40.1,1015.77,92.26,470.92
6.75,39.9,1008.3,87.42,485.7566995
28.29,47.93,1002.6,53.23,435.4233005
11.09,40.43,1025.47,74.97,490.96
8.51,34.69,1026.96,75.34,481.83
7.71,36.25,1027.92,89.84,480.0333005
11.8,41.2,1017.18,82.71,475.19
25.76,57.32,1011.93,43.61,440.26
26.53,65.61,1014.29,50.9,440.9333005
21.29,51.43,1011.31,90.12,451.2333005
19.64,48.06,1014.81,74.96,456.9766995
29.45,69.13,1009.3,52.97,433.7466995
18.24,58.46,1017.38,86.92,451.3366995
11.23,43.67,1012.57,72.1,475.41
23.15,69.48,1011.07,85.83,434.4533005
26.49,67.69,1004.61,78.13,432.3266995
16.64,48.92,1011.55,78.76,452.56
28.51,70.02,1010.58,54.68,439.9533005
16.64,53.82,1015.13,68.24,457.3033005
7.32,41.26,1010.11,95.18,483.8066995
22.72,50.05,1007,88.24,446.1366995
14.05,40.71,1016.36,68.58,464.0333005
28.52,70.72,1009.64,66.76,437.72
22.2,57.17,1009.82,78.43,447.75
27.93,73.68,1015.41,49.95,435.95
25.42,59.04,1011.98,68.78,444.51
25.03,61.86,1012.84,80.85,439.55
24.85,67.9,1005.9,64.55,445.18
29.03,67.79,1010.67,55.42,444.09
16.5,44.63,1020.58,64.11,457.0733005
6.86,38.08,1019.62,77.37,488.6266995
5.7,40.62,1016.07,84.94,481.1133005
